permno,indno,mbrstartdt,mbrenddt,mbrflg,indfam
87447,1000500,2002-07-22,2025-10-31,NORM,1100500
87536,1000500,2001-06-28,2004-04-28,NORM,1100500
87541,1000500,2017-07-26,2025-10-31,NORM,1100500
87657,1000500,2011-04-01,2025-10-31,NORM,1100500
87717,1000500,2007-10-10,2025-10-31,NORM,1100500
87800,1000500,2000-07-28,2002-08-13,NORM,1100500
87842,1000500,2000-12-11,2025-10-31,NORM,1100500
88031,1000500,2012-06-29,2025-10-31,NORM,1100500
88182,1000500,2022-06-21,2025-10-31,NORM,1100500
88281,1000500,2021-05-14,2025-10-31,NORM,1100500
88313,1000500,2000-07-13,2011-11-22,NORM,1100500
88319,1000500,2000-06-29,2005-12-30,NORM,1100500
88352,1000500,2008-06-02,2025-10-31,NORM,1100500
88388,1000500,1998-06-15,2000-06-15,NORM,1100500
88436,1000500,2015-01-27,2017-03-01,NORM,1100500
88446,1000500,2015-11-19,2024-06-21,NORM,1100500
88587,1000500,2000-10-02,2007-10-25,NORM,1100500
88590,1000500,2008-12-02,2017-04-04,NORM,1100500
88601,1000500,2001-04-03,2003-07-16,NORM,1100500
88661,1000500,2004-09-01,2025-10-31,NORM,1100500
88664,1000500,2018-11-13,2025-10-31,NORM,1100500
88668,1000500,2002-08-14,2018-06-06,NORM,1100500
88837,1000500,2012-12-12,2025-10-31,NORM,1100500
88845,1000500,2000-12-14,2018-11-30,NORM,1100500
88853,1000500,2000-12-22,2019-06-03,NORM,1100500
88860,1000500,2017-06-19,2025-10-31,NORM,1100500
88873,1000500,2016-04-25,2025-10-31,NORM,1100500
88991,1000500,2006-11-20,2014-09-19,NORM,1100500
89001,1000500,2001-07-09,2004-10-26,NORM,1100500
89002,1000500,2013-12-23,2020-06-19,NORM,1100500
89003,1000500,2006-11-10,2025-10-31,NORM,1100500
89004,1000500,2009-06-05,2017-01-13,NORM,1100500
89006,1000500,2007-04-02,2025-10-31,NORM,1100500
89014,1000500,2001-07-02,2018-11-30,NORM,1100500
89017,1000500,2016-01-05,2025-10-31,NORM,1100500
89031,1000500,2023-05-04,2025-10-31,NORM,1100500
89070,1000500,2001-08-07,2025-10-31,NORM,1100500
89071,1000500,2011-07-06,2025-10-31,NORM,1100500
89105,1000500,2011-02-28,2015-10-07,NORM,1100500
89138,1000500,2023-03-15,2025-10-31,NORM,1100500
89179,1000500,2002-07-25,2025-10-31,NORM,1100500
89195,1000500,2002-07-22,2025-10-31,NORM,1100500
89216,1000500,2016-05-03,2018-06-15,NORM,1100500
89217,1000500,2015-07-09,2023-08-24,NORM,1100500
89258,1000500,2002-07-22,2025-10-31,NORM,1100500
89269,1000500,2016-03-30,2025-10-31,NORM,1100500
89301,1000500,2007-12-14,2016-04-22,NORM,1100500
89392,1000500,1989-02-09,1999-11-15,NORM,1100500
89393,1000500,2010-12-20,2025-10-31,NORM,1100500
89463,1000500,2004-10-27,2009-07-24,NORM,1100500
89495,1000500,2002-08-21,2004-04-01,NORM,1100500
89508,1000500,2010-06-28,2025-10-30,NORM,1100500
89509,1000500,2014-06-23,2020-03-02,NORM,1100500
89525,1000500,2002-11-19,2025-10-31,NORM,1100500
89533,1000500,2008-11-14,2025-10-31,NORM,1100500
89565,1000500,2015-09-21,2015-12-11,NORM,1100500
89617,1000500,2015-03-23,2025-10-31,NORM,1100500
89626,1000500,2006-08-11,2025-10-31,NORM,1100500
89641,1000500,2012-07-02,2025-10-31,NORM,1100500
89757,1000500,2005-03-28,2012-09-04,NORM,1100500
89781,1000500,2022-03-02,2025-10-31,NORM,1100500
89813,1000500,2003-08-20,2012-04-03,NORM,1100500
89866,1000500,2016-05-23,2025-10-31,NORM,1100500
89954,1000500,2006-12-04,2015-07-28,NORM,1100500
90038,1000500,2007-04-10,2025-10-31,NORM,1100500
90071,1000500,2010-01-29,2025-10-31,NORM,1100500
90090,1000500,2021-12-20,2023-03-14,NORM,1100500
90110,1000500,2004-05-03,2015-09-02,NORM,1100500
90162,1000500,2005-12-02,2015-11-17,NORM,1100500
90199,1000500,2006-11-10,2025-10-31,NORM,1100500
90215,1000500,2008-09-15,2025-10-31,NORM,1100500
90248,1000500,2020-05-12,2025-10-31,NORM,1100500
90272,1000500,2018-09-17,2020-01-27,NORM,1100500
90305,1000500,2016-01-19,2025-10-31,NORM,1100500
90319,1000500,2006-04-03,2025-10-31,NORM,1100500
90352,1000500,2000-10-03,2009-12-18,NORM,1100500
90373,1000500,2016-05-18,2025-10-31,NORM,1100500
90386,1000500,2011-09-26,2025-10-31,NORM,1100500
90435,1000500,2004-12-03,2006-12-01,NORM,1100500
90441,1000500,2004-12-20,2019-03-19,NORM,1100500
90442,1000500,2015-09-21,2019-03-19,NORM,1100500
90454,1000500,2019-07-01,2025-09-19,NORM,1100500
90455,1000500,2021-02-12,2025-10-31,NORM,1100500
90505,1000500,2019-10-03,2025-10-31,NORM,1100500
90520,1000500,2018-12-24,2025-03-21,NORM,1100500
90537,1000500,2001-01-16,2009-03-26,NORM,1100500
90537,1000500,2011-01-18,2015-07-17,NORM,1100500
90547,1000500,2011-06-02,2012-10-01,NORM,1100500
90601,1000500,2008-10-22,2025-10-31,NORM,1100500
90609,1000500,1991-11-01,2011-04-27,NORM,1100500
90664,1000500,2020-05-12,2025-10-31,NORM,1100500
90720,1000500,2023-12-18,2025-10-31,NORM,1100500
90721,1000500,1986-01-23,1995-05-26,NORM,1100500
90805,1000500,2010-03-01,2022-04-08,NORM,1100500
90808,1000500,2007-10-02,2025-10-31,NORM,1100500
90829,1000500,2008-08-27,2025-10-31,NORM,1100500
90880,1000500,2005-10-03,2025-10-31,NORM,1100500
90979,1000500,2014-05-01,2022-06-17,NORM,1100500
90993,1000500,2007-09-26,2025-10-31,NORM,1100500
91041,1000500,2019-12-23,2025-10-31,NORM,1100500
91063,1000500,2006-01-03,2019-12-04,NORM,1100500
91068,1000500,2011-04-28,2025-10-31,NORM,1100500
91103,1000500,2015-09-03,2025-10-31,NORM,1100500
91143,1000500,2007-10-25,2013-11-12,NORM,1100500
91152,1000500,2016-06-03,2025-10-31,NORM,1100500
91207,1000500,2006-04-10,2016-09-22,NORM,1100500
91218,1000500,2006-05-18,2009-06-30,NORM,1100500
91233,1000500,2008-07-18,2025-10-31,NORM,1100500
91380,1000500,1987-01-08,2006-01-31,NORM,1100500
91388,1000500,2006-08-01,2007-04-09,NORM,1100500
91391,1000500,2006-07-18,2015-04-06,NORM,1100500
91392,1000500,2006-08-01,2018-05-30,NORM,1100500
91416,1000500,2015-03-23,2021-12-17,NORM,1100500
91461,1000500,2006-10-02,2021-12-17,NORM,1100500
91547,1000500,2009-12-21,2013-09-20,NORM,1100500
91547,1000500,2019-08-09,2025-10-31,NORM,1100500
91556,1000500,2009-12-21,2025-10-31,NORM,1100500
91611,1000500,2009-10-16,2017-03-17,NORM,1100500
91611,1000500,2022-12-19,2025-10-31,NORM,1100500
91650,1000500,2007-01-03,2017-02-27,NORM,1100500
91668,1000500,2018-03-07,2022-06-17,NORM,1100500
91849,1000500,2018-06-18,2025-10-31,NORM,1100500
91883,1000500,2009-03-30,2016-05-17,NORM,1100500
91907,1000500,2024-03-18,2025-10-31,NORM,1100500
91926,1000500,2013-09-11,2025-10-31,NORM,1100500
91937,1000500,2009-06-30,2013-04-30,NORM,1100500
91937,1000500,2019-07-15,2025-10-31,NORM,1100500
92043,1000500,2025-08-28,2025-10-31,NORM,1100500
92050,1000500,2023-03-15,2025-10-31,NORM,1100500
92108,1000500,2023-09-18,2025-10-31,NORM,1100500
92121,1000500,2007-07-02,2025-05-16,NORM,1100500
92156,1000500,2007-07-02,2009-06-04,NORM,1100500
92156,1000500,2011-03-01,2015-01-26,NORM,1100500
92157,1000500,2007-07-02,2009-06-25,NORM,1100500
92157,1000500,2011-10-17,2025-10-31,NORM,1100500
92203,1000500,2023-10-18,2025-10-31,NORM,1100500
92239,1000500,2016-02-22,2021-01-20,NORM,1100500
92293,1000500,2007-10-01,2017-06-16,NORM,1100500
92322,1000500,2016-04-18,2025-10-31,NORM,1100500
92402,1000500,2018-04-04,2025-10-31,NORM,1100500
92602,1000500,2008-03-31,2025-10-31,NORM,1100500
92611,1000500,2009-12-21,2025-10-31,NORM,1100500
92614,1000500,2016-03-04,2025-10-31,NORM,1100500
92618,1000500,2008-10-07,2018-06-29,NORM,1100500
92655,1000500,1994-07-01,2025-10-31,NORM,1100500
92709,1000500,2008-07-01,2018-03-06,NORM,1100500
92772,1000500,2016-05-13,2016-05-13,NORM,1100500
92778,1000500,2014-08-07,2022-04-08,NORM,1100500
92890,1000500,2009-12-21,2017-06-16,NORM,1100500
92988,1000500,2009-09-01,2015-03-17,NORM,1100500
93002,1000500,2014-05-08,2025-10-31,NORM,1100500
93089,1000500,2015-10-08,2025-10-31,NORM,1100500
93096,1000500,2012-12-03,2025-10-31,NORM,1100500
93132,1000500,2018-10-11,2025-10-31,NORM,1100500
93159,1000500,2012-07-31,2016-03-29,NORM,1100500
93246,1000500,2021-03-22,2025-10-31,NORM,1100500
93422,1000500,2010-07-01,2015-06-30,NORM,1100500
93429,1000500,2017-03-01,2025-10-31,NORM,1100500
93436,1000500,2020-12-21,2025-10-31,NORM,1100500
